date,ff3_mkt_rf,ff3_smb,ff3_hml,ff3_rf,ff3_mom,ff5_mkt_rf,ff5_smb,ff5_hml,ff5_rmw,ff5_cma,ff5_rf,ff5_mom,vix_open,vix_high,vix_low,vix_close,vxx_open,vxoh,vxol,vxn,vxno,vxnh,vxnl,vxnd,vxdo,vxdh,vxdn,vxdl,riskfree_mktrf,riskfree_smb,riskfree_hml,riskfree_rf,riskfree_umd
2015-09-15,0.0122,-0.002,0.0027,0.0,-0.0043,0.0122,-0.0016,0.0027,0.0001,0.0008,0.0,-0.0043,23.28,23.77,22.13,22.54,23.83,23.89,22.03,22.64,25.48,25.66,23.64,24.02,23.57,23.57,21.61,21.87,0.0122,-0.002,0.0027,0.0,-0.0043
2015-09-16,0.0085,0.0001,0.0043,0.0,-0.0169,0.0085,0.0005,0.0043,0.0031,0.0024,0.0,-0.0169,22.57,22.94,21.09,21.35,22.65,22.97,21.31,21.53,24.03,24.34,22.57,22.58,21.88,22.23,20.51,20.51,0.0085,0.0001,0.0043,0.0,-0.0169
2015-09-17,-0.0017,0.0092,-0.0149,0.0,0.011,-0.0017,0.0077,-0.0149,-0.0026,-0.005,0.0,0.011,21.54,23.33,17.87,21.14,21.94,23.0,18.5,22.03,22.52,23.52,20.18,22.63,20.55,24.62,13.72,21.44,-0.0017,0.0092,-0.0149,0.0,0.011
2015-09-18,-0.0162,0.005,-0.0096,0.0,0.0122,-0.0162,0.0031,-0.0096,-0.0042,-0.0051,0.0,0.0122,23.07,23.99,20.98,22.28,23.75,24.06,21.78,23.2,24.33,24.47,22.16,23.6,21.41,24.79,20.82,21.36,-0.0162,0.005,-0.0096,0.0,0.0122
2015-09-21,0.0036,-0.0096,0.0124,0.0,-0.0008,0.0036,-0.0084,0.0124,0.0048,0.0023,0.0,-0.0008,21.97,22.48,20.05,20.14,21.5,22.01,19.79,20.37,24.0,24.15,22.18,22.5,21.36,21.45,19.4,19.4,0.0036,-0.0096,0.0124,0.0,-0.0008
2015-09-22,-0.0129,-0.0028,0.0013,0.0,0.004,-0.0129,-0.0029,0.0013,0.003,0.0008,0.0,0.004,22.97,26.29,22.25,22.44,23.17,24.47,22.58,22.66,22.5,25.86,22.5,24.58,19.4,22.49,19.4,21.14,-0.0129,-0.0028,0.0013,0.0,0.004
2015-09-23,-0.0027,-0.0017,-0.0015,0.0,0.0198,-0.0027,-0.0021,-0.0015,-0.0019,-0.0028,0.0,0.0198,22.09,23.2,21.14,22.13,22.66,22.91,21.16,21.67,24.66,24.89,23.61,23.78,21.14,21.58,20.51,20.8,-0.0027,-0.0017,-0.0015,0.0,0.0198
2015-09-24,-0.0036,0.0027,0.0052,0.0,-0.0057,-0.0036,0.0028,0.0052,-0.0008,0.0004,0.0,-0.0057,23.53,25.3,21.81,23.47,25.28,25.62,23.15,23.57,25.19,26.21,24.39,24.72,20.8,32.44,20.8,22.12,-0.0036,0.0027,0.0052,0.0,-0.0057
2015-09-25,-0.0022,-0.0168,0.0187,0.0,-0.0053,-0.0022,-0.0145,0.0187,0.0053,0.0068,0.0,-0.0053,21.12,24.29,20.81,23.62,22.48,24.88,21.81,23.59,24.72,26.03,23.08,25.16,22.12,22.71,20.0,21.94,-0.0022,-0.0168,0.0187,0.0,-0.0053
2015-09-28,-0.0263,-0.0031,0.0116,0.0,-0.0035,-0.0263,-0.0023,0.0116,0.0064,0.007,0.0,-0.0035,25.02,28.33,24.94,27.63,25.74,28.58,25.6,27.94,26.77,29.7,26.59,28.99,21.94,25.66,21.94,25.06,-0.0263,-0.0031,0.0116,0.0,-0.0035
2015-09-29,-0.0006,-0.0074,0.007,0.0,-0.0043,-0.0006,-0.0061,0.007,0.0071,0.0059,0.0,-0.0043,26.57,28.2,25.76,26.83,28.33,28.51,26.33,27.1,28.71,29.88,27.99,28.94,25.06,26.09,23.99,24.43,-0.0006,-0.0074,0.007,0.0,-0.0043
2015-09-30,0.0188,-0.0043,-0.0044,0.0,0.0025,0.0188,-0.005,-0.0044,-0.0043,-0.0035,0.0,0.0025,24.64,25.88,23.25,24.5,25.3,26.74,25.04,25.12,27.3,27.66,26.55,26.82,24.43,24.43,17.4,22.53,0.0188,-0.0043,-0.0044,0.0,0.0025
2015-10-01,0.0013,-0.0045,-0.0006,0.0,0.0063,0.0013,-0.0052,-0.0006,-0.0015,-0.002,0.0,0.0063,23.14,25.23,22.55,22.55,25.24,25.76,23.68,23.68,26.82,27.38,25.58,25.58,22.53,27.38,21.58,21.59,0.0013,-0.0045,-0.0006,0.0,0.0063
2015-10-02,0.0148,0.0032,-0.0084,0.0,-0.0207,0.0148,0.0026,-0.0084,-0.0011,-0.0005,0.0,-0.0207,23.99,24.47,20.35,20.94,26.02,26.3,22.17,22.17,26.9,27.5,23.7,23.71,21.59,23.23,19.83,19.95,0.0148,0.0032,-0.0084,0.0,-0.0207
2015-10-05,0.0193,0.0062,0.0077,0.0,-0.0194,0.0193,0.0074,0.0077,0.0011,0.0068,0.0,-0.0194,20.31,20.42,19.14,19.54,20.23,20.54,19.14,19.47,23.71,23.71,22.38,22.82,19.95,19.95,18.64,18.87,0.0193,0.0062,0.0077,0.0,-0.0194
2015-10-06,-0.0043,-0.0024,0.0164,0.0,-0.0307,-0.0043,-0.0008,0.0164,0.0034,0.0059,0.0,-0.0307,19.54,20.32,18.82,19.4,19.83,20.63,19.44,19.51,22.92,23.4,22.41,22.65,18.86,19.04,18.27,18.52,-0.0043,-0.0024,0.0164,0.0,-0.0307
2015-10-07,0.0094,0.0077,-0.0024,0.0,-0.0033,0.0094,0.0077,-0.0024,-0.0012,0.0007,0.0,-0.0033,18.96,19.73,18.33,18.4,18.83,20.16,18.06,18.09,22.27,23.19,21.72,21.78,18.52,18.83,17.53,17.64,0.0094,0.0077,-0.0024,0.0,-0.0033
2015-10-08,0.0085,0.0023,0.0074,0.0,-0.016,0.0085,0.0034,0.0074,0.0052,0.0075,0.0,-0.016,18.62,19.02,16.34,17.42,19.53,19.66,16.95,17.6,22.22,22.77,20.53,20.91,17.64,18.07,16.51,16.96,0.0085,0.0023,0.0074,0.0,-0.016
2015-10-09,0.0012,0.0022,-0.0108,0.0,0.0046,0.0012,0.0011,-0.0108,0.0014,-0.0018,0.0,0.0046,17.15,18.2,16.89,17.08,16.68,18.19,16.48,16.67,20.34,21.51,20.34,20.5,16.96,17.52,16.31,16.56,0.0012,0.0022,-0.0108,0.0,0.0046
2015-10-12,0.0006,-0.0039,-0.0008,0.0,0.0183,0.0006,-0.0043,-0.0008,0.0011,-0.0012,0.0,0.0183,17.68,17.81,16.15,16.17,17.35,17.54,16.01,16.14,20.5,20.93,18.94,19.01,16.55,16.55,14.57,14.59,0.0006,-0.0039,-0.0008,0.0,0.0183
2015-10-13,-0.0073,-0.0074,0.0066,0.0,-0.0015,-0.0073,-0.0067,0.0066,0.0033,0.0019,0.0,-0.0015,17.08,17.7,16.14,17.67,16.79,17.98,15.96,17.49,18.99,20.2,18.77,20.15,14.59,16.23,14.59,16.2,-0.0073,-0.0074,0.0066,0.0,-0.0015
2015-10-14,-0.006,-0.0029,-0.0007,0.0,-0.0077,-0.006,-0.0029,-0.0007,-0.0042,0.0041,0.0,-0.0077,17.67,18.78,17.3,18.03,17.46,18.94,17.4,18.13,20.14,21.14,19.61,20.71,16.19,17.03,15.81,16.42,-0.006,-0.0029,-0.0007,0.0,-0.0077
2015-10-15,0.0156,0.0067,-0.0009,0.0,0.0067,0.0156,0.0062,-0.0009,-0.0107,-0.0045,0.0,0.0067,17.62,17.85,16.04,16.05,17.85,18.02,16.09,16.17,20.71,20.71,17.99,18.07,16.42,16.59,14.7,14.7,0.0156,0.0067,-0.0009,0.0,0.0067
2015-10-16,0.0036,-0.0046,-0.0032,0.0,0.0081,0.0036,-0.0053,-0.0032,0.0004,0.0001,0.0,0.0081,15.64,16.86,15.05,15.05,16.38,16.45,15.08,15.08,18.08,18.66,17.15,17.2,14.69,15.27,14.08,14.37,0.0036,-0.0046,-0.0032,0.0,0.0081
2015-10-19,0.0,0.0016,-0.0068,0.0,0.0135,0.0,0.0009,-0.0068,0.0015,-0.0035,0.0,0.0135,15.68,16.23,14.82,14.98,15.67,15.67,14.21,14.26,17.15,18.47,16.8,16.86,14.38,15.48,13.8,14.14,0.0,0.0016,-0.0068,0.0,0.0135
2015-10-20,-0.0015,0.0001,0.0122,0.0,-0.0106,-0.0015,0.0016,0.0122,0.0046,0.0029,0.0,-0.0106,15.17,16.34,14.72,15.75,15.02,15.95,14.47,15.26,16.86,18.45,16.86,17.95,14.14,15.08,14.1,14.72,-0.0015,0.0001,0.0122,0.0,-0.0106
2015-10-21,-0.0074,-0.0088,-0.002,0.0,0.0043,-0.0074,-0.0089,-0.002,0.0044,0.0022,0.0,0.0043,14.98,16.7,14.41,16.7,15.13,17.22,15.03,17.1,17.43,19.04,17.31,18.98,14.73,15.75,13.98,15.72,-0.0074,-0.0088,-0.002,0.0,0.0043
2015-10-22,0.015,-0.0079,0.0032,0.0,-0.0067,0.015,-0.0077,0.0032,0.0005,0.0059,0.0,-0.0067,15.02,15.92,14.45,14.45,15.86,15.86,14.76,15.08,17.91,18.29,15.56,15.63,15.72,15.72,14.02,14.25,0.015,-0.0079,0.0032,0.0,-0.0067
2015-10-23,0.0109,-0.0001,-0.0057,0.0,0.0081,0.0109,-0.0008,-0.0057,0.0021,-0.0081,0.0,0.0081,13.46,15.12,13.24,14.46,14.3,15.16,13.6,14.95,14.4,17.1,14.4,16.6,14.21,14.69,13.15,14.19,0.0109,-0.0001,-0.0057,0.0,0.0081
2015-10-26,-0.002,-0.0034,-0.0072,0.0,0.0171,-0.002,-0.0045,-0.0072,0.0021,-0.0015,0.0,0.0171,14.76,15.43,14.68,15.29,15.19,15.83,14.95,15.39,16.6,17.88,16.6,17.75,14.19,15.2,14.19,15.0,-0.002,-0.0034,-0.0072,0.0,0.0171
2015-10-27,-0.0042,-0.0087,-0.0093,0.0,0.0169,-0.0042,-0.0106,-0.0093,-0.0042,-0.005,0.0,0.0169,15.75,15.99,14.78,15.43,16.16,16.43,15.6,15.98,18.11,18.28,17.73,17.92,15.01,15.78,14.58,15.33,-0.0042,-0.0087,-0.0093,0.0,0.0169
2015-10-28,0.0143,0.0142,0.0068,0.0,-0.0069,0.0143,0.0151,0.0068,-0.007,-0.0016,0.0,-0.0069,15.14,15.73,12.8,14.33,15.71,16.13,14.39,14.55,17.92,17.92,16.64,16.94,15.33,15.56,12.41,14.42,0.0143,0.0142,0.0068,0.0,-0.0069
2015-10-29,-0.002,-0.0081,-0.0006,0.0,-0.0053,-0.002,-0.0084,-0.0006,0.0036,-0.003,0.0,-0.0053,14.8,15.46,14.33,14.61,15.14,16.2,14.88,15.18,17.4,17.82,17.1,17.17,14.4,15.44,14.4,14.62,-0.002,-0.0081,-0.0006,0.0,-0.0053
2015-10-30,-0.0042,0.002,-0.0057,0.0,-0.0101,-0.0042,0.0018,-0.0057,0.0037,0.0007,0.0,-0.0101,14.6,15.39,14.0,15.07,15.53,15.98,14.48,15.55,17.1,17.53,16.85,17.3,14.62,15.19,14.17,15.08,-0.0042,0.002,-0.0057,0.0,-0.0101
2015-11-02,0.0125,0.0085,-0.0002,0.0,-0.0101,0.0125,0.009,-0.0002,-0.0053,-0.0008,0.0,-0.0101,15.41,15.51,13.67,14.15,15.83,15.83,13.48,13.79,17.3,17.89,16.55,16.56,15.08,15.31,14.14,14.29,0.0125,0.0085,-0.0002,0.0,-0.0101
2015-11-03,0.0033,0.004,0.0024,0.0,-0.0148,0.0033,0.0043,0.0024,0.0004,-0.0011,0.0,-0.0148,14.33,14.73,13.81,14.54,14.03,14.28,13.24,14.15,16.91,17.04,16.19,16.77,14.28,14.74,13.79,14.54,0.0033,0.004,0.0024,0.0,-0.0148
2015-11-04,-0.0025,0.0033,-0.0032,0.0,0.0081,-0.0025,0.0016,-0.0032,-0.0063,-0.0071,0.0,0.0081,14.04,15.88,13.96,15.51,14.47,15.59,13.58,15.01,16.77,17.66,16.28,17.22,14.54,15.46,13.97,15.27,-0.0025,0.0033,-0.0032,0.0,0.0081
2015-11-05,-0.0007,0.0002,0.0049,0.0,0.0107,-0.0007,0.0004,0.0049,0.0002,0.0014,0.0,0.0107,15.39,16.39,15.0,15.05,15.36,16.34,14.87,14.92,17.21,18.4,17.01,17.2,15.27,16.01,14.92,14.92,-0.0007,0.0002,0.0049,0.0,0.0107
2015-11-06,0.0014,0.0087,0.0033,0.0,0.0033,0.0014,0.0093,0.0033,-0.0053,-0.0011,0.0,0.0033,14.91,16.0,14.32,14.33,14.85,16.31,13.86,13.87,17.29,17.85,16.36,16.36,14.92,15.54,14.19,14.2,0.0014,0.0087,0.0033,0.0,0.0033
2015-11-09,-0.0095,-0.0024,-0.0004,0.0,0.0043,-0.0095,-0.0031,-0.0004,-0.0063,-0.0009,0.0,0.0043,15.34,17.09,15.14,16.52,15.36,16.92,15.1,15.87,17.55,18.73,17.32,18.03,14.2,16.52,14.2,15.99,-0.0095,-0.0024,-0.0004,0.0,0.0043
2015-11-10,0.0013,0.0,0.0022,0.0,0.0079,0.0013,0.0,0.0022,-0.0014,0.0022,0.0,0.0079,16.69,16.96,15.24,15.29,16.74,17.02,15.12,15.2,18.61,18.71,17.3,17.32,15.99,16.43,15.09,15.26,0.0013,0.0,0.0022,0.0,0.0079
2015-11-11,-0.0043,-0.005,-0.0018,0.0,0.0137,-0.0043,-0.0055,-0.0018,-0.0008,0.0007,0.0,0.0137,15.07,16.15,15.02,16.06,15.37,15.89,14.66,15.85,17.32,17.82,16.73,17.72,15.26,15.79,14.87,15.69,-0.0043,-0.005,-0.0018,0.0,0.0137
2015-11-12,-0.0145,-0.0052,-0.0041,0.0,0.0068,-0.0145,-0.0058,-0.0041,0.0015,-0.003,0.0,0.0068,17.06,18.5,16.65,18.37,17.9,18.43,16.7,18.42,18.18,19.1,17.78,18.92,15.68,17.55,15.68,17.55,-0.0145,-0.0052,-0.0041,0.0,0.0068
2015-11-13,-0.0106,0.0032,0.0036,0.0,-0.006,-0.0106,0.0034,0.0036,-0.0056,0.0044,0.0,-0.006,18.68,20.67,18.2,20.08,18.7,21.09,18.7,20.57,19.34,21.47,19.23,21.24,17.55,19.69,17.55,19.17,-0.0106,0.0032,0.0036,0.0,-0.006
2015-11-16,0.0139,-0.006,0.0048,0.0,-0.01,0.0139,-0.0055,0.0048,0.0019,-0.0013,0.0,-0.01,20.51,20.55,17.25,18.16,19.4,19.92,17.43,17.69,21.62,21.7,18.63,18.79,19.17,19.44,17.13,17.42,0.0139,-0.006,0.0048,0.0,-0.01
2015-11-17,-0.0011,-0.0012,-0.0064,0.0,0.0086,-0.0011,-0.0023,-0.0064,0.0,-0.0017,0.0,0.0086,17.82,19.59,16.86,18.84,18.08,19.12,17.0,18.61,18.58,19.89,18.01,19.34,17.42,18.59,16.74,17.8,-0.0011,-0.0012,-0.0064,0.0,0.0086
2015-11-18,0.0161,-0.0002,-0.0008,0.0,-0.0047,0.0161,-0.0003,-0.0008,-0.0012,-0.004,0.0,-0.0047,19.01,19.45,16.8,16.85,18.12,18.17,16.15,16.29,18.83,19.31,17.57,17.76,17.8,17.97,16.19,16.36,0.0161,-0.0002,-0.0008,0.0,-0.0047
2015-11-19,-0.0013,-0.0025,-0.0017,0.0,0.0021,-0.0013,-0.0028,-0.0017,0.0018,0.0015,0.0,0.0021,16.25,18.26,16.0,16.99,16.42,16.93,16.17,16.69,17.76,18.1,17.4,17.94,16.36,16.36,15.69,16.18,-0.0013,-0.0025,-0.0017,0.0,0.0021
2015-11-20,0.0036,0.0043,-0.0039,0.0,0.0089,0.0036,0.0039,-0.0039,0.0029,0.0002,0.0,0.0089,16.13,16.38,15.47,15.47,15.59,15.87,15.12,15.4,17.94,17.94,16.95,17.03,16.18,16.18,14.7,14.92,0.0036,0.0043,-0.0039,0.0,0.0089
2015-11-23,-0.0001,0.0065,-0.0035,0.0,0.0008,-0.0001,0.006,-0.0035,0.0009,-0.0016,0.0,0.0008,16.15,16.74,15.38,15.62,15.73,16.0,14.61,15.03,17.77,17.83,17.11,17.31,14.91,18.97,14.91,15.15,-0.0001,0.0065,-0.0035,0.0,0.0008
2015-11-24,0.0021,0.0069,0.0025,0.0,-0.0134,0.0021,0.0074,0.0025,0.0018,0.0008,0.0,-0.0134,16.53,17.21,15.48,15.93,15.73,16.77,14.87,15.24,18.24,18.87,17.34,17.48,15.15,16.35,14.78,15.3,0.0021,0.0069,0.0025,0.0,-0.0134
2015-11-25,0.0007,0.0088,-0.0055,0.0,0.0002,0.0007,0.0085,-0.0055,-0.0009,-0.001,0.0,0.0002,15.55,15.89,15.05,15.19,15.58,15.63,14.78,15.11,17.48,17.58,16.91,16.98,15.3,17.39,14.61,14.79,0.0007,0.0088,-0.0055,0.0,0.0002
2015-11-27,0.0009,0.0024,-0.0029,0.0,0.0078,0.0009,0.0021,-0.0029,-0.0016,0.0009,0.0,0.0078,15.31,16.09,15.12,15.12,16.12,16.53,15.51,15.85,17.26,17.87,17.06,17.13,14.79,15.69,14.79,15.13,0.0009,0.0024,-0.0029,0.0,0.0078
2015-11-30,-0.0048,0.0012,0.0067,0.0,-0.0063,-0.0048,0.0019,0.0067,-0.0024,0.0009,0.0,-0.0063,15.55,16.57,15.52,16.13,15.98,16.93,15.56,16.6,17.66,18.63,17.66,18.1,15.13,16.35,15.13,15.83,-0.0048,0.0012,0.0067,0.0,-0.0063
2015-12-01,0.0097,-0.0066,0.0025,0.0,0.0048,0.0097,-0.0064,0.0025,-0.0009,-0.0015,0.0,0.0048,15.61,16.34,14.63,14.67,15.72,16.81,14.69,14.84,18.1,18.12,17.11,17.15,15.83,20.1,14.7,15.0,0.0097,-0.0066,0.0025,0.0,0.0048
2015-12-02,-0.0101,0.0025,-0.007,0.0,0.0098,-0.0101,0.0019,-0.007,0.0005,-0.0015,0.0,0.0098,15.04,16.49,14.71,15.91,15.06,16.95,14.94,16.58,17.13,18.37,16.87,17.83,15.0,17.17,14.81,15.84,-0.0101,0.0025,-0.007,0.0,0.0098
2015-12-03,-0.015,-0.002,0.004,0.0,-0.0006,-0.015,-0.0018,0.004,0.0032,0.0024,0.0,-0.0006,15.87,19.35,15.86,18.11,16.82,20.09,16.75,19.03,17.83,20.76,17.63,19.72,15.84,18.44,15.8,17.6,-0.015,-0.002,0.004,0.0,-0.0006
2015-12-04,0.0187,-0.0102,-0.0048,0.0,0.0201,0.0187,-0.0103,-0.0048,0.0013,-0.0031,0.0,0.0201,17.43,17.65,14.69,14.81,17.68,17.7,15.31,15.31,19.72,19.72,16.62,16.66,17.6,17.6,14.66,14.96,0.0187,-0.0102,-0.0048,0.0,0.0201
2015-12-07,-0.0083,-0.0088,-0.0068,0.0,0.0066,-0.0083,-0.0088,-0.0068,0.0069,0.0016,0.0,0.0066,15.65,17.18,15.58,15.84,16.3,17.42,16.01,16.22,16.65,18.65,16.65,17.6,14.96,16.7,14.96,15.71,-0.0083,-0.0088,-0.0068,0.0,0.0066
2015-12-08,-0.0058,0.0047,-0.012,0.0,0.0111,-0.0058,0.0025,-0.012,-0.0016,-0.0078,0.0,0.0111,17.69,18.33,16.52,17.6,18.07,18.6,16.86,17.87,19.19,19.34,18.04,18.84,15.69,17.83,15.69,17.31,-0.0058,0.0047,-0.012,0.0,0.0111
2015-12-09,-0.0083,-0.0035,0.0039,0.0,-0.0142,-0.0083,-0.0023,0.0039,0.0051,0.0062,0.0,-0.0142,18.05,20.13,15.72,19.61,17.98,20.88,17.13,20.0,18.84,21.35,18.17,20.45,17.31,19.13,16.24,18.5,-0.0083,-0.0035,0.0039,0.0,-0.0142
2015-12-10,0.003,0.0011,-0.0023,0.0,-0.0051,0.003,0.0011,-0.0023,0.0015,-0.0021,0.0,-0.0051,19.25,19.72,18.13,19.34,19.37,20.16,18.43,19.52,20.17,20.56,19.32,20.11,18.58,18.69,17.37,18.21,0.003,0.0011,-0.0023,0.0,-0.0051
2015-12-11,-0.0202,-0.0023,-0.0006,0.0,0.0043,-0.0202,-0.0021,-0.0006,0.0019,0.0035,0.0,0.0043,21.36,25.27,20.88,24.39,22.11,26.03,21.9,25.28,20.11,24.97,20.11,24.38,18.21,23.37,18.21,22.57,-0.0202,-0.0023,-0.0006,0.0,0.0043
2015-12-14,0.0029,-0.0103,-0.0017,0.0,0.0146,0.0029,-0.0111,-0.0017,0.001,-0.0039,0.0,0.0146,24.7,26.81,21.47,22.73,24.19,25.2,21.4,21.73,25.1,26.96,22.65,23.11,22.61,24.23,19.82,20.89,0.0029,-0.0103,-0.0017,0.0,0.0146
2015-12-15,0.011,0.0005,0.0079,0.0,0.0004,0.011,0.0022,0.0079,-0.0077,0.0014,0.0,0.0004,20.76,21.62,20.02,20.95,19.91,20.74,19.57,19.93,22.23,22.23,20.9,21.51,20.89,20.89,18.6,19.26,0.011,0.0005,0.0079,0.0,0.0004
2015-12-16,0.0147,0.0002,-0.0068,0.0,-0.0017,0.0147,0.0002,-0.0068,-0.0013,-0.0017,0.0,-0.0017,19.25,20.24,17.12,17.86,19.03,20.31,16.94,17.65,20.8,21.47,18.18,18.79,19.26,19.89,10.3,16.69,0.0147,0.0002,-0.0068,0.0,-0.0017
2015-12-17,-0.0146,0.004,-0.0036,0.0,0.0075,-0.0146,0.0033,-0.0036,-0.0023,-0.001,0.0,0.0075,16.18,19.05,16.13,18.94,17.54,20.49,17.5,19.34,17.74,20.33,17.59,20.28,16.69,24.44,15.34,17.53,-0.0146,0.004,-0.0036,0.0,0.0075
2015-12-18,-0.0169,0.0075,-0.0037,0.0,-0.0077,-0.0169,0.0069,-0.0037,-0.003,0.0021,0.0,-0.0077,19.34,23.3,18.75,20.7,20.9,21.57,20.0,21.21,20.59,21.73,20.14,21.5,17.53,19.51,17.53,19.3,-0.0169,0.0075,-0.0037,0.0,-0.0077
2015-12-21,0.0074,-0.0018,-0.0007,0.0,-0.0007,0.0074,-0.0018,-0.0007,-0.0014,0.0008,0.0,-0.0007,19.64,20.21,18.7,18.7,19.72,20.89,19.31,19.44,20.85,21.52,20.22,20.22,19.3,19.3,17.93,18.13,0.0074,-0.0018,-0.0007,0.0,-0.0007
2015-12-22,0.0089,-0.0007,0.0051,0.0,-0.0106,0.0089,0.0001,0.0051,0.0021,0.0052,0.0,-0.0106,17.61,18.22,16.6,16.6,19.23,19.37,17.45,17.74,20.22,20.22,18.38,18.38,18.13,23.7,16.42,16.44,0.0089,-0.0007,0.0051,0.0,-0.0106
2015-12-23,0.0129,0.0012,0.0057,0.0,-0.0186,0.0129,0.0021,0.0057,-0.0001,0.0011,0.0,-0.0186,15.86,16.25,15.33,15.57,16.84,17.18,16.11,16.28,17.76,18.15,17.46,17.68,16.42,22.55,15.48,15.71,0.0129,0.0012,0.0057,0.0,-0.0186
2015-12-24,-0.0011,0.0029,-0.0002,0.0,0.0008,-0.0011,0.0027,-0.0002,-0.0022,0.0012,0.0,0.0008,15.44,15.88,14.45,15.74,16.62,16.88,15.98,16.72,17.68,17.92,17.38,17.81,15.71,15.97,15.3,15.65,-0.0011,0.0029,-0.0002,0.0,0.0008
2015-12-28,-0.0028,-0.0047,-0.0036,0.0,0.014,-0.0028,-0.0054,-0.0036,0.0008,-0.0008,0.0,0.014,17.65,18.13,16.88,16.91,17.76,18.29,16.84,17.04,17.81,20.02,17.81,18.87,15.65,17.6,15.65,16.73,-0.0028,-0.0047,-0.0036,0.0,0.014
2015-12-29,0.0105,0.001,-0.0028,0.0,0.0024,0.0105,0.0003,-0.0028,0.0001,-0.0035,0.0,0.0024,15.91,16.48,15.63,16.08,15.76,16.63,15.43,15.87,18.05,18.16,17.7,17.84,16.7,17.53,15.47,15.92,0.0105,0.001,-0.0028,0.0,0.0024
2015-12-30,-0.0074,-0.0018,-0.0015,0.0,0.005,-0.0074,-0.0018,-0.0015,0.0005,0.0016,0.0,0.005,16.5,17.42,16.5,17.29,16.8,17.44,16.22,16.93,17.84,18.97,17.84,18.88,15.92,16.72,15.92,16.56,-0.0074,-0.0018,-0.0015,0.0,0.005
2015-12-31,-0.0092,-0.0024,0.0023,0.0,-0.0095,-0.0092,-0.0022,0.0023,-0.0012,0.0008,0.0,-0.0095,17.97,20.39,17.51,18.21,16.75,18.63,16.58,18.17,19.17,19.94,18.85,19.63,16.6,17.73,16.6,17.01,-0.0092,-0.0024,0.0023,0.0,-0.0095
2016-01-04,-0.0159,-0.0087,0.0052,0.0,-0.0193,-0.0159,-0.0077,0.0052,0.0035,0.0042,0.0,-0.0193,22.48,23.36,20.67,20.7,23.72,23.72,20.48,20.93,19.63,24.64,19.63,22.42,17.01,23.66,17.01,19.12,-0.0159,-0.0087,0.0052,0.0,-0.0193
2016-01-05,0.0013,-0.0018,0.0,0.0,0.0066,0.0013,-0.0022,0.0,0.0008,0.0028,0.0,0.0066,20.75,21.06,19.25,19.34,21.4,22.16,20.08,20.08,22.44,23.22,21.5,21.56,19.12,19.96,18.61,18.89,0.0013,-0.0018,0.0,0.0,0.0066
2016-01-06,-0.0135,-0.0013,0.0001,0.0,0.0187,-0.0135,-0.0023,0.0001,0.0013,0.0003,0.0,0.0187,21.67,21.86,19.8,20.59,22.74,23.12,20.79,21.96,21.56,23.92,21.56,22.48,18.89,25.78,18.89,19.62,-0.0135,-0.0013,0.0001,0.0,0.0187
2016-01-07,-0.0244,-0.003,0.0008,0.0,0.0084,-0.0244,-0.0028,0.0008,0.005,0.0039,0.0,0.0084,23.22,25.86,22.4,24.99,24.89,27.6,24.27,26.74,22.5,27.35,22.5,26.77,19.63,24.18,19.63,22.87,-0.0244,-0.003,0.0008,0.0,0.0084
2016-01-08,-0.0111,-0.0049,-0.0003,0.0,-0.0009,-0.0111,-0.0052,-0.0003,0.0024,0.0006,0.0,-0.0009,22.96,27.08,22.48,27.01,25.03,27.84,24.76,27.67,26.88,28.35,24.33,28.33,22.9,25.16,21.66,25.05,-0.0111,-0.0049,-0.0003,0.0,-0.0009
2016-01-11,-0.0006,-0.0064,0.004,0.0,0.0157,-0.0006,-0.0062,0.004,0.0064,0.0044,0.0,0.0157,25.58,27.39,23.83,24.3,25.02,26.43,22.71,22.96,28.34,29.46,24.98,26.41,25.04,25.62,22.36,22.72,-0.0006,-0.0064,0.004,0.0,0.0157
2016-01-12,0.0072,-0.0042,-0.0078,0.0,0.0102,0.0072,-0.0049,-0.0078,-0.001,-0.0034,0.0,0.0102,22.97,23.93,21.91,22.47,21.72,23.79,21.43,22.21,26.49,26.49,22.93,24.16,22.72,22.72,20.37,21.52,0.0072,-0.0042,-0.0078,0.0,0.0102
2016-01-13,-0.0266,-0.0073,0.008,0.0,0.0013,-0.0266,-0.0059,0.008,0.0041,0.0073,0.0,0.0013,21.72,26.11,21.44,25.22,21.54,26.47,21.51,25.29,23.51,27.88,23.14,27.11,21.54,24.54,20.73,23.47,-0.0266,-0.0073,0.008,0.0,0.0013
2016-01-14,0.0165,0.0002,-0.0041,0.0,-0.0065,0.0165,-0.0004,-0.0041,-0.0059,-0.0045,0.0,-0.0065,24.75,26.28,23.07,23.95,25.36,26.76,23.48,24.67,26.59,28.56,25.04,25.96,23.47,24.43,21.75,22.5,0.0165,0.0002,-0.0041,0.0,-0.0065
2016-01-15,-0.0213,0.004,-0.0022,0.0,0.0035,-0.0213,0.0041,-0.0022,0.0036,0.0035,0.0,0.0035,28.96,30.95,26.67,27.02,27.02,30.71,26.36,27.75,31.22,32.75,28.52,29.13,22.5,28.47,22.5,25.57,-0.0213,0.004,-0.0022,0.0,0.0035
