,contract_name,last_trade_date_(edt),strike,last_price,bid,ask,change,%_change,volume,open_interest,implied_volatility,expiry_sheet,expiry_date
563,AAPL250725P00165000,6/17/2025 3:51 PM,165,0.67,0.00,0.00,0.00,0.00%,28,0,12.50%,"Jul 25, 2025",2025-07-25
564,AAPL250725P00170000,6/17/2025 3:55 PM,170,0.96,0.00,0.00,0.00,0.00%,106,0,12.50%,"Jul 25, 2025",2025-07-25
565,AAPL250725P00175000,6/17/2025 3:59 PM,175,1.43,0.00,0.00,0.00,0.00%,194,0,6.25%,"Jul 25, 2025",2025-07-25
566,AAPL250725P00180000,6/17/2025 3:52 PM,180,2.09,0.00,0.00,0.00,0.00%,231,0,6.25%,"Jul 25, 2025",2025-07-25
567,AAPL250725P00185000,6/17/2025 3:59 PM,185,3.05,0.00,0.00,0.00,0.00%,184,0,3.13%,"Jul 25, 2025",2025-07-25
568,AAPL250725P00190000,6/17/2025 3:56 PM,190,4.42,0.00,0.00,0.00,0.00%,188,0,1.56%,"Jul 25, 2025",2025-07-25
569,AAPL250725P00195000,6/17/2025 3:59 PM,195,6.32,0.00,0.00,0.00,0.00%,353,0,0.39%,"Jul 25, 2025",2025-07-25
570,AAPL250725P00200000,6/17/2025 3:59 PM,200,8.82,0.00,0.00,0.00,0.00%,95,0,0.00%,"Jul 25, 2025",2025-07-25
571,AAPL250725P00205000,6/17/2025 3:21 PM,205,11.75,0.00,0.00,0.00,0.00%,13,0,0.00%,"Jul 25, 2025",2025-07-25
572,AAPL250725P00210000,6/17/2025 1:48 PM,210,15.15,0.00,0.00,0.00,0.00%,4,0,0.00%,"Jul 25, 2025",2025-07-25
573,AAPL250725P00215000,6/16/2025 10:33 AM,215,17.28,0.00,0.00,0.00,0.00%,1,0,0.00%,"Jul 25, 2025",2025-07-25
574,AAPL250725P00220000,6/13/2025 12:16 PM,220,22.35,0.00,0.00,0.00,0.00%,24,0,0.00%,"Jul 25, 2025",2025-07-25
575,AAPL250725P00225000,6/16/2025 1:00 PM,225,27.55,0.00,0.00,0.00,0.00%,2,0,0.00%,"Jul 25, 2025",2025-07-25
576,AAPL250725P00230000,6/17/2025 10:39 AM,230,32.45,0.00,0.00,0.00,0.00%,-,-,0.00%,"Jul 25, 2025",2025-07-25
577,AAPL250725P00235000,2025-10-06 09:38:00,235,32.68,0.00,0.00,0.00,0.00%,20,0,0.00%,"Jul 25, 2025",2025-07-25
578,AAPL250725P00250000,2025-09-06 10:46:00,250,44.77,0.00,0.00,0.00,0.00%,1,0,0.00%,"Jul 25, 2025",2025-07-25
579,AAPL250801C00145000,2025-12-06 11:43:00,145,54.32,0.00,0.00,0.00,0.00%,-,0,0.00%,"Aug 1, 2025",2025-08-01
580,AAPL250801C00150000,6/17/2025 3:00 PM,150,46.70,0.00,0.00,0.00,0.00%,-,-,0.00%,"Aug 1, 2025",2025-08-01
581,AAPL250801C00170000,6/13/2025 1:13 PM,170,29.85,0.00,0.00,0.00,0.00%,-,0,0.00%,"Aug 1, 2025",2025-08-01
582,AAPL250801C00175000,6/16/2025 3:40 PM,175,26.14,0.00,0.00,0.00,0.00%,-,0,0.00%,"Aug 1, 2025",2025-08-01
583,AAPL250801C00180000,6/17/2025 12:09 PM,180,21.30,0.00,0.00,0.00,0.00%,1,0,0.00%,"Aug 1, 2025",2025-08-01
584,AAPL250801C00185000,6/17/2025 3:24 PM,185,16.10,0.00,0.00,0.00,0.00%,3,0,0.00%,"Aug 1, 2025",2025-08-01
585,AAPL250801C00190000,6/17/2025 3:56 PM,190,12.52,0.00,0.00,0.00,0.00%,15,0,0.00%,"Aug 1, 2025",2025-08-01
586,AAPL250801C00195000,6/17/2025 3:59 PM,195,9.50,0.00,0.00,0.00,0.00%,466,0,0.00%,"Aug 1, 2025",2025-08-01
587,AAPL250801C00200000,6/17/2025 3:59 PM,200,6.95,0.00,0.00,0.00,0.00%,213,0,1.56%,"Aug 1, 2025",2025-08-01
588,AAPL250801C00205000,6/17/2025 3:56 PM,205,4.80,0.00,0.00,0.00,0.00%,77,0,3.13%,"Aug 1, 2025",2025-08-01
589,AAPL250801C00210000,6/17/2025 3:56 PM,210,3.31,0.00,0.00,0.00,0.00%,146,0,6.25%,"Aug 1, 2025",2025-08-01
590,AAPL250801C00215000,6/17/2025 3:57 PM,215,2.19,0.00,0.00,0.00,0.00%,193,0,6.25%,"Aug 1, 2025",2025-08-01
591,AAPL250801C00220000,6/17/2025 3:55 PM,220,1.42,0.00,0.00,0.00,0.00%,433,0,6.25%,"Aug 1, 2025",2025-08-01
592,AAPL250801C00225000,6/17/2025 3:37 PM,225,0.90,0.00,0.00,0.00,0.00%,460,0,6.25%,"Aug 1, 2025",2025-08-01
593,AAPL250801C00230000,6/17/2025 3:47 PM,230,0.59,0.00,0.00,0.00,0.00%,189,0,12.50%,"Aug 1, 2025",2025-08-01
594,AAPL250801C00235000,6/17/2025 3:12 PM,235,0.45,0.00,0.00,0.00,0.00%,26,0,12.50%,"Aug 1, 2025",2025-08-01
595,AAPL250801C00240000,6/17/2025 2:52 PM,240,0.28,0.00,0.00,0.00,0.00%,12,0,12.50%,"Aug 1, 2025",2025-08-01
596,AAPL250801C00245000,6/17/2025 1:35 PM,245,0.22,0.00,0.00,0.00,0.00%,9,0,12.50%,"Aug 1, 2025",2025-08-01
597,AAPL250801C00250000,6/17/2025 11:46 AM,250,0.18,0.00,0.00,0.00,0.00%,3,0,12.50%,"Aug 1, 2025",2025-08-01
598,AAPL250801C00255000,6/17/2025 12:28 PM,255,0.12,0.00,0.00,0.00,0.00%,8,0,12.50%,"Aug 1, 2025",2025-08-01
599,AAPL250801C00260000,6/13/2025 11:21 AM,260,0.16,0.00,0.00,0.00,0.00%,-,0,12.50%,"Aug 1, 2025",2025-08-01
600,AAPL250801C00270000,6/16/2025 3:36 PM,270,0.07,0.00,0.00,0.00,0.00%,4,0,25.00%,"Aug 1, 2025",2025-08-01
601,Puts,,,,,,,,,,,"Aug 1, 2025",2025-08-01
602,In The Money,,,,,,,,,,,"Aug 1, 2025",2025-08-01
603,Contract Name,Last Trade Date (EDT),Strike,Last Price,Bid,Ask,Change,% Change,Volume,Open Interest,Implied Volatility,"Aug 1, 2025",2025-08-01
604,AAPL250801P00110000,6/16/2025 3:32 PM,110,0.03,0.00,0.00,0.00,0.00%,1,0,25.00%,"Aug 1, 2025",2025-08-01
605,AAPL250801P00120000,6/17/2025 3:52 PM,120,0.06,0.00,0.00,0.00,0.00%,-,0,25.00%,"Aug 1, 2025",2025-08-01
606,AAPL250801P00125000,6/16/2025 9:30 AM,125,0.15,0.00,0.00,0.00,0.00%,-,0,25.00%,"Aug 1, 2025",2025-08-01
607,AAPL250801P00130000,6/17/2025 10:00 AM,130,0.12,0.00,0.00,0.00,0.00%,2,0,25.00%,"Aug 1, 2025",2025-08-01
608,AAPL250801P00135000,6/17/2025 3:22 PM,135,0.21,0.00,0.00,0.00,0.00%,4,0,25.00%,"Aug 1, 2025",2025-08-01
609,AAPL250801P00140000,6/17/2025 3:43 PM,140,0.25,0.00,0.00,0.00,0.00%,11,0,25.00%,"Aug 1, 2025",2025-08-01
610,AAPL250801P00145000,6/17/2025 3:02 PM,145,0.37,0.00,0.00,0.00,0.00%,33,0,12.50%,"Aug 1, 2025",2025-08-01
611,AAPL250801P00150000,6/17/2025 3:34 PM,150,0.47,0.00,0.00,0.00,0.00%,3.383,0,12.50%,"Aug 1, 2025",2025-08-01
612,AAPL250801P00155000,6/17/2025 3:51 PM,155,0.61,0.00,0.00,0.00,0.00%,17,0,12.50%,"Aug 1, 2025",2025-08-01
613,AAPL250801P00160000,6/17/2025 2:24 PM,160,0.84,0.00,0.00,0.00,0.00%,52,0,12.50%,"Aug 1, 2025",2025-08-01
614,AAPL250801P00165000,6/17/2025 3:58 PM,165,1.11,0.00,0.00,0.00,0.00%,52,0,12.50%,"Aug 1, 2025",2025-08-01
615,AAPL250801P00170000,6/17/2025 3:59 PM,170,1.58,0.00,0.00,0.00,0.00%,109,0,6.25%,"Aug 1, 2025",2025-08-01
616,AAPL250801P00175000,6/17/2025 3:59 PM,175,2.17,0.00,0.00,0.00,0.00%,262,0,6.25%,"Aug 1, 2025",2025-08-01
617,AAPL250801P00180000,6/17/2025 3:59 PM,180,3.10,0.00,0.00,0.00,0.00%,164,0,6.25%,"Aug 1, 2025",2025-08-01
618,AAPL250801P00185000,6/17/2025 3:58 PM,185,4.15,0.00,0.00,0.00,0.00%,78,0,3.13%,"Aug 1, 2025",2025-08-01
619,AAPL250801P00190000,6/17/2025 3:59 PM,190,5.80,0.00,0.00,0.00,0.00%,133,0,1.56%,"Aug 1, 2025",2025-08-01
620,AAPL250801P00195000,6/17/2025 3:59 PM,195,7.65,0.00,0.00,0.00,0.00%,60,0,0.39%,"Aug 1, 2025",2025-08-01
621,AAPL250801P00200000,6/17/2025 3:42 PM,200,10.22,0.00,0.00,0.00,0.00%,334,0,0.00%,"Aug 1, 2025",2025-08-01
622,AAPL250801P00205000,6/17/2025 3:51 PM,205,13.10,0.00,0.00,0.00,0.00%,228,0,0.00%,"Aug 1, 2025",2025-08-01
623,AAPL250801P00210000,6/17/2025 2:10 PM,210,16.35,0.00,0.00,0.00,0.00%,26,0,0.00%,"Aug 1, 2025",2025-08-01
624,AAPL250801P00215000,6/17/2025 3:23 PM,215,20.39,0.00,0.00,0.00,0.00%,3,0,0.00%,"Aug 1, 2025",2025-08-01
625,AAPL250801P00220000,6/17/2025 2:50 PM,220,24.66,0.00,0.00,0.00,0.00%,13,0,0.00%,"Aug 1, 2025",2025-08-01
626,AAPL250801P00230000,6/16/2025 10:14 AM,230,32.05,0.00,0.00,0.00,0.00%,1,0,0.00%,"Aug 1, 2025",2025-08-01
627,AAPL250815C00090000,2025-09-06 13:54:00,90,113.11,0.00,0.00,0.00,0.00%,1,0,0.00%,"Aug 15, 2025",2025-08-15
628,AAPL250815C00095000,2025-08-04 15:48:00,95,77.60,104.20,105.80,0.00,0.00%,-,1,148.67%,"Aug 15, 2025",2025-08-15
629,AAPL250815C00100000,6/17/2025 11:27 AM,100,98.40,0.00,0.00,0.00,0.00%,24,0,0.00%,"Aug 15, 2025",2025-08-15
630,AAPL250815C00105000,5/15/2025 2:17 PM,105,106.97,91.10,93.15,0.00,0.00%,14,30,99.90%,"Aug 15, 2025",2025-08-15
631,AAPL250815C00110000,2025-04-06 11:02:00,110,95.85,0.00,0.00,0.00,0.00%,2,0,0.00%,"Aug 15, 2025",2025-08-15
632,AAPL250815C00115000,2025-06-06 11:33:00,115,89.23,0.00,0.00,0.00,0.00%,5,0,0.00%,"Aug 15, 2025",2025-08-15
633,AAPL250815C00120000,6/16/2025 9:50 AM,120,78.25,0.00,0.00,0.00,0.00%,1,0,0.00%,"Aug 15, 2025",2025-08-15
634,AAPL250815C00125000,5/22/2025 10:28 AM,125,77.28,0.00,0.00,0.00,0.00%,1,0,0.00%,"Aug 15, 2025",2025-08-15
635,AAPL250815C00130000,6/17/2025 1:16 PM,130,67.74,0.00,0.00,0.00,0.00%,1,0,0.00%,"Aug 15, 2025",2025-08-15
636,AAPL250815C00135000,2025-02-06 15:13:00,135,68.00,0.00,0.00,0.00,0.00%,1,0,0.00%,"Aug 15, 2025",2025-08-15
637,AAPL250815C00140000,6/17/2025 11:44 AM,140,59.65,0.00,0.00,0.00,0.00%,1,0,0.00%,"Aug 15, 2025",2025-08-15
638,AAPL250815C00145000,2025-05-06 12:25:00,145,59.84,0.00,0.00,0.00,0.00%,20,0,0.00%,"Aug 15, 2025",2025-08-15
639,AAPL250815C00150000,6/17/2025 2:46 PM,150,47.37,0.00,0.00,0.00,0.00%,4,0,0.00%,"Aug 15, 2025",2025-08-15
640,AAPL250815C00155000,6/17/2025 12:13 PM,155,44.91,0.00,0.00,0.00,0.00%,6,0,0.00%,"Aug 15, 2025",2025-08-15
641,AAPL250815C00160000,6/17/2025 11:21 AM,160,39.84,0.00,0.00,0.00,0.00%,2,0,0.00%,"Aug 15, 2025",2025-08-15
642,AAPL250815C00165000,6/17/2025 2:31 PM,165,33.33,0.00,0.00,0.00,0.00%,2,0,0.00%,"Aug 15, 2025",2025-08-15
643,AAPL250815C00170000,6/17/2025 3:26 PM,170,29.05,0.00,0.00,0.00,0.00%,26,0,0.00%,"Aug 15, 2025",2025-08-15
644,AAPL250815C00175000,6/17/2025 3:41 PM,175,24.60,0.00,0.00,0.00,0.00%,7,0,0.00%,"Aug 15, 2025",2025-08-15
645,AAPL250815C00180000,6/17/2025 3:43 PM,180,20.70,0.00,0.00,0.00,0.00%,488,0,0.00%,"Aug 15, 2025",2025-08-15
646,AAPL250815C00185000,6/17/2025 3:52 PM,185,16.91,0.00,0.00,0.00,0.00%,26,0,0.00%,"Aug 15, 2025",2025-08-15
647,AAPL250815C00190000,6/17/2025 3:58 PM,190,13.65,0.00,0.00,0.00,0.00%,449,0,0.00%,"Aug 15, 2025",2025-08-15
648,AAPL250815C00195000,6/17/2025 3:59 PM,195,10.70,0.00,0.00,0.00,0.00%,523,0,0.00%,"Aug 15, 2025",2025-08-15
649,AAPL250815C00200000,6/17/2025 3:59 PM,200,8.13,0.00,0.00,0.00,0.00%,1.787,0,1.56%,"Aug 15, 2025",2025-08-15
650,AAPL250815C00205000,6/17/2025 3:59 PM,205,5.96,0.00,0.00,0.00,0.00%,865,0,3.13%,"Aug 15, 2025",2025-08-15
651,AAPL250815C00210000,6/17/2025 3:59 PM,210,4.30,0.00,0.00,0.00,0.00%,6.177,0,3.13%,"Aug 15, 2025",2025-08-15
652,AAPL250815C00215000,6/17/2025 3:59 PM,215,3.00,0.00,0.00,0.00,0.00%,1.596,0,6.25%,"Aug 15, 2025",2025-08-15
653,AAPL250815C00220000,6/17/2025 3:59 PM,220,2.10,0.00,0.00,0.00,0.00%,4.514,0,6.25%,"Aug 15, 2025",2025-08-15
654,AAPL250815C00225000,6/17/2025 3:59 PM,225,1.44,0.00,0.00,0.00,0.00%,1.041,0,6.25%,"Aug 15, 2025",2025-08-15
655,AAPL250815C00230000,6/17/2025 3:59 PM,230,1.01,0.00,0.00,0.00,0.00%,963,0,6.25%,"Aug 15, 2025",2025-08-15
656,AAPL250815C00235000,6/17/2025 3:46 PM,235,0.70,0.00,0.00,0.00,0.00%,262,0,12.50%,"Aug 15, 2025",2025-08-15
657,AAPL250815C00240000,6/17/2025 3:59 PM,240,0.50,0.00,0.00,0.00,0.00%,853,0,12.50%,"Aug 15, 2025",2025-08-15
658,AAPL250815C00245000,6/17/2025 3:35 PM,245,0.37,0.00,0.00,0.00,0.00%,178,0,12.50%,"Aug 15, 2025",2025-08-15
659,AAPL250815C00250000,6/17/2025 3:57 PM,250,0.28,0.00,0.00,0.00,0.00%,469,0,12.50%,"Aug 15, 2025",2025-08-15
660,AAPL250815C00255000,6/17/2025 3:36 PM,255,0.20,0.00,0.00,0.00,0.00%,229,0,12.50%,"Aug 15, 2025",2025-08-15
661,AAPL250815C00260000,6/17/2025 3:02 PM,260,0.17,0.00,0.00,0.00,0.00%,53,0,12.50%,"Aug 15, 2025",2025-08-15
662,AAPL250815C00265000,6/17/2025 3:59 PM,265,0.13,0.00,0.00,0.00,0.00%,9,0,12.50%,"Aug 15, 2025",2025-08-15
663,AAPL250815C00270000,6/17/2025 2:43 PM,270,0.10,0.00,0.00,0.00,0.00%,23,0,12.50%,"Aug 15, 2025",2025-08-15
664,AAPL250815C00275000,6/16/2025 2:32 PM,275,0.08,0.00,0.00,0.00,0.00%,25,0,12.50%,"Aug 15, 2025",2025-08-15
665,AAPL250815C00280000,6/17/2025 2:28 PM,280,0.06,0.00,0.00,0.00,0.00%,63,0,12.50%,"Aug 15, 2025",2025-08-15
666,AAPL250815C00285000,6/17/2025 1:10 PM,285,0.05,0.00,0.00,0.00,0.00%,1,0,25.00%,"Aug 15, 2025",2025-08-15
667,AAPL250815C00290000,6/17/2025 2:25 PM,290,0.04,0.00,0.00,0.00,0.00%,841,0,25.00%,"Aug 15, 2025",2025-08-15
668,AAPL250815C00295000,6/16/2025 12:49 PM,295,0.05,0.00,0.00,0.00,0.00%,10,0,25.00%,"Aug 15, 2025",2025-08-15
669,AAPL250815C00300000,6/17/2025 3:01 PM,300,0.03,0.00,0.00,0.00,0.00%,4,0,25.00%,"Aug 15, 2025",2025-08-15
670,AAPL250815C00305000,6/17/2025 2:47 PM,305,0.03,0.00,0.00,0.00,0.00%,1,0,25.00%,"Aug 15, 2025",2025-08-15
671,AAPL250815C00310000,2025-12-06 10:23:00,310,0.04,0.00,0.00,0.00,0.00%,1,0,25.00%,"Aug 15, 2025",2025-08-15
672,AAPL250815C00315000,6/17/2025 9:30 AM,315,0.02,0.00,0.00,0.00,0.00%,10,0,25.00%,"Aug 15, 2025",2025-08-15
673,AAPL250815C00320000,6/16/2025 3:27 PM,320,0.02,0.00,0.00,0.00,0.00%,2,0,25.00%,"Aug 15, 2025",2025-08-15
674,AAPL250815C00325000,6/13/2025 10:52 AM,325,0.02,0.00,0.00,0.00,0.00%,1,0,25.00%,"Aug 15, 2025",2025-08-15
675,AAPL250815C00330000,6/13/2025 10:56 AM,330,0.02,0.00,0.00,0.00,0.00%,1,0,25.00%,"Aug 15, 2025",2025-08-15
676,AAPL250815C00340000,2025-11-06 13:02:00,340,0.02,0.00,0.00,0.00,0.00%,2,0,25.00%,"Aug 15, 2025",2025-08-15
677,AAPL250815C00350000,2025-11-06 15:33:00,350,0.02,0.00,0.00,0.00,0.00%,1,0,25.00%,"Aug 15, 2025",2025-08-15
678,AAPL250815C00360000,6/17/2025 9:30 AM,360,0.01,0.00,0.00,0.00,0.00%,28,0,25.00%,"Aug 15, 2025",2025-08-15
679,AAPL250815C00370000,6/13/2025 11:18 AM,370,0.01,0.00,0.00,0.00,0.00%,1,0,25.00%,"Aug 15, 2025",2025-08-15
680,AAPL250815C00380000,6/16/2025 1:39 PM,380,0.01,0.00,0.00,0.00,0.00%,101,0,25.00%,"Aug 15, 2025",2025-08-15
681,AAPL250815C00390000,6/17/2025 1:44 PM,390,0.01,0.00,0.00,0.00,0.00%,1,0,25.00%,"Aug 15, 2025",2025-08-15
682,Puts,,,,,,,,,,,"Aug 15, 2025",2025-08-15
683,In The Money,,,,,,,,,,,"Aug 15, 2025",2025-08-15
684,Contract Name,Last Trade Date (EDT),Strike,Last Price,Bid,Ask,Change,% Change,Volume,Open Interest,Implied Volatility,"Aug 15, 2025",2025-08-15
685,AAPL250815P00090000,6/17/2025 3:51 PM,90,0.02,0.00,0.00,0.00,0.00%,36,0,50.00%,"Aug 15, 2025",2025-08-15
686,AAPL250815P00095000,6/17/2025 2:26 PM,95,0.04,0.00,0.00,0.00,0.00%,6,0,25.00%,"Aug 15, 2025",2025-08-15
687,AAPL250815P00100000,6/17/2025 10:22 AM,100,0.05,0.00,0.00,0.00,0.00%,10,0,25.00%,"Aug 15, 2025",2025-08-15
688,AAPL250815P00105000,6/17/2025 11:36 AM,105,0.07,0.00,0.00,0.00,0.00%,1,0,25.00%,"Aug 15, 2025",2025-08-15
689,AAPL250815P00110000,6/17/2025 9:30 AM,110,0.09,0.00,0.00,0.00,0.00%,1,0,25.00%,"Aug 15, 2025",2025-08-15
690,AAPL250815P00115000,6/16/2025 3:45 PM,115,0.11,0.00,0.00,0.00,0.00%,46,0,25.00%,"Aug 15, 2025",2025-08-15
691,AAPL250815P00120000,6/17/2025 1:48 PM,120,0.15,0.00,0.00,0.00,0.00%,2,0,25.00%,"Aug 15, 2025",2025-08-15
692,AAPL250815P00125000,6/17/2025 2:02 PM,125,0.19,0.00,0.00,0.00,0.00%,1,0,25.00%,"Aug 15, 2025",2025-08-15
693,AAPL250815P00130000,6/17/2025 2:26 PM,130,0.24,0.00,0.00,0.00,0.00%,19,0,25.00%,"Aug 15, 2025",2025-08-15
694,AAPL250815P00135000,6/17/2025 11:29 AM,135,0.27,0.00,0.00,0.00,0.00%,3,0,25.00%,"Aug 15, 2025",2025-08-15
695,AAPL250815P00140000,6/17/2025 2:15 PM,140,0.40,0.00,0.00,0.00,0.00%,2,0,12.50%,"Aug 15, 2025",2025-08-15
696,AAPL250815P00145000,6/17/2025 2:04 PM,145,0.52,0.00,0.00,0.00,0.00%,16,0,12.50%,"Aug 15, 2025",2025-08-15
697,AAPL250815P00150000,6/17/2025 3:52 PM,150,0.67,0.00,0.00,0.00,0.00%,199,0,12.50%,"Aug 15, 2025",2025-08-15
698,AAPL250815P00155000,6/17/2025 3:48 PM,155,0.90,0.00,0.00,0.00,0.00%,117,0,12.50%,"Aug 15, 2025",2025-08-15
699,AAPL250815P00160000,6/17/2025 3:50 PM,160,1.18,0.00,0.00,0.00,0.00%,128,0,12.50%,"Aug 15, 2025",2025-08-15
700,AAPL250815P00165000,6/17/2025 3:45 PM,165,1.59,0.00,0.00,0.00,0.00%,130,0,12.50%,"Aug 15, 2025",2025-08-15
701,AAPL250815P00170000,6/17/2025 3:58 PM,170,2.17,0.00,0.00,0.00,0.00%,3.335,0,6.25%,"Aug 15, 2025",2025-08-15
702,AAPL250815P00175000,6/17/2025 3:54 PM,175,2.87,0.00,0.00,0.00,0.00%,331,0,6.25%,"Aug 15, 2025",2025-08-15
703,AAPL250815P00180000,6/17/2025 3:58 PM,180,3.90,0.00,0.00,0.00,0.00%,808,0,6.25%,"Aug 15, 2025",2025-08-15
704,AAPL250815P00185000,6/17/2025 3:58 PM,185,5.16,0.00,0.00,0.00,0.00%,633,0,3.13%,"Aug 15, 2025",2025-08-15
705,AAPL250815P00190000,6/17/2025 3:59 PM,190,6.80,0.00,0.00,0.00,0.00%,1.257,0,1.56%,"Aug 15, 2025",2025-08-15
706,AAPL250815P00195000,6/17/2025 3:54 PM,195,8.75,0.00,0.00,0.00,0.00%,2.385,0,0.20%,"Aug 15, 2025",2025-08-15
707,AAPL250815P00200000,6/17/2025 3:59 PM,200,11.25,0.00,0.00,0.00,0.00%,3.014,0,0.00%,"Aug 15, 2025",2025-08-15
708,AAPL250815P00205000,6/17/2025 3:55 PM,205,14.05,0.00,0.00,0.00,0.00%,528,0,0.00%,"Aug 15, 2025",2025-08-15
709,AAPL250815P00210000,6/17/2025 3:54 PM,210,17.35,0.00,0.00,0.00,0.00%,30,0,0.00%,"Aug 15, 2025",2025-08-15
710,AAPL250815P00215000,6/17/2025 2:34 PM,215,21.10,0.00,0.00,0.00,0.00%,69,0,0.00%,"Aug 15, 2025",2025-08-15
711,AAPL250815P00220000,6/17/2025 2:34 PM,220,25.17,0.00,0.00,0.00,0.00%,45,0,0.00%,"Aug 15, 2025",2025-08-15
712,AAPL250815P00225000,6/17/2025 2:23 PM,225,29.83,0.00,0.00,0.00,0.00%,8,0,0.00%,"Aug 15, 2025",2025-08-15
713,AAPL250815P00230000,6/17/2025 3:05 PM,230,34.55,0.00,0.00,0.00,0.00%,405,0,0.00%,"Aug 15, 2025",2025-08-15
714,AAPL250815P00235000,6/17/2025 2:48 PM,235,39.39,0.00,0.00,0.00,0.00%,45,0,0.00%,"Aug 15, 2025",2025-08-15
715,AAPL250815P00240000,6/17/2025 3:45 PM,240,44.25,0.00,0.00,0.00,0.00%,965,0,0.00%,"Aug 15, 2025",2025-08-15
716,AAPL250815P00245000,6/17/2025 3:54 PM,245,49.35,0.00,0.00,0.00,0.00%,360,0,0.00%,"Aug 15, 2025",2025-08-15
717,AAPL250815P00250000,6/17/2025 3:54 PM,250,54.35,0.00,0.00,0.00,0.00%,260,0,0.00%,"Aug 15, 2025",2025-08-15
718,AAPL250815P00255000,6/17/2025 3:54 PM,255,59.35,0.00,0.00,0.00,0.00%,120,0,0.00%,"Aug 15, 2025",2025-08-15
719,AAPL250815P00260000,6/17/2025 11:23 AM,260,62.33,0.00,0.00,0.00,0.00%,8,0,0.00%,"Aug 15, 2025",2025-08-15
720,AAPL250815P00265000,6/17/2025 11:26 AM,265,67.50,0.00,0.00,0.00,0.00%,11,0,0.00%,"Aug 15, 2025",2025-08-15
721,AAPL250815P00270000,6/17/2025 3:54 PM,270,74.40,0.00,0.00,0.00,0.00%,80,0,0.00%,"Aug 15, 2025",2025-08-15
722,AAPL250815P00275000,5/23/2025 3:46 PM,275,79.95,0.00,0.00,0.00,0.00%,1,0,0.00%,"Aug 15, 2025",2025-08-15
723,AAPL250815P00280000,5/27/2025 10:16 AM,280,81.90,0.00,0.00,0.00,0.00%,2,0,0.00%,"Aug 15, 2025",2025-08-15
724,AAPL250815P00285000,2025-02-05 10:56:00,285,80.00,83.40,84.80,0.00,0.00%,8,0,0.00%,"Aug 15, 2025",2025-08-15
725,AAPL250815P00290000,2/24/2025 10:13 AM,290,42.55,68.10,69.05,0.00,0.00%,3,0,0.00%,"Aug 15, 2025",2025-08-15
726,AAPL250815P00300000,2025-01-04 10:07:00,300,77.45,94.15,95.20,0.00,0.00%,1,0,0.00%,"Aug 15, 2025",2025-08-15
727,AAPL250815P00305000,12/20/2024 3:18 PM,305,51.05,82.30,84.35,0.00,0.00%,11,0,0.00%,"Aug 15, 2025",2025-08-15
728,AAPL250815P00315000,8/13/2024 3:35 PM,315,94.41,90.40,94.10,0.00,0.00%,-,0,0.00%,"Aug 15, 2025",2025-08-15
729,AAPL250815P00370000,4/15/2025 10:46 AM,370,168.25,0.00,0.00,0.00,0.00%,-,0,0.00%,"Aug 15, 2025",2025-08-15
730,AAPL250815P00380000,4/30/2025 11:44 AM,380,169.35,178.45,179.85,0.00,0.00%,-,0,0.00%,"Aug 15, 2025",2025-08-15
731,AAPL250815P00390000,4/29/2025 10:17 AM,390,177.85,189.65,190.50,0.00,0.00%,1,0,0.00%,"Aug 15, 2025",2025-08-15
732,AAPL250919C00005000,6/13/2025 9:33 AM,5,194.80,0.00,0.00,0.00,0.00%,2,0,0.00%,"Sep 19, 2025",2025-09-19
733,AAPL250919C00010000,4/15/2025 9:30 AM,10,192.10,0.00,0.00,0.00,0.00%,1,0,0.00%,"Sep 19, 2025",2025-09-19
734,AAPL250919C00015000,2025-05-06 13:04:00,15,186.75,0.00,0.00,0.00,0.00%,1,0,0.00%,"Sep 19, 2025",2025-09-19
735,AAPL250919C00020000,2025-12-06 15:39:00,20,179.00,0.00,0.00,0.00,0.00%,1,0,0.00%,"Sep 19, 2025",2025-09-19
736,AAPL250919C00025000,2025-11-06 15:05:00,25,174.57,0.00,0.00,0.00,0.00%,2,0,0.00%,"Sep 19, 2025",2025-09-19
737,AAPL250919C00030000,6/17/2025 2:48 PM,30,165.60,0.00,0.00,0.00,0.00%,1,0,0.00%,"Sep 19, 2025",2025-09-19
738,AAPL250919C00035000,5/15/2025 9:40 AM,35,177.25,159.95,163.45,0.00,0.00%,1,4,189.21%,"Sep 19, 2025",2025-09-19
739,AAPL250919C00040000,5/21/2025 11:11 AM,40,167.11,0.00,0.00,0.00,0.00%,1,0,0.00%,"Sep 19, 2025",2025-09-19
740,AAPL250919C00045000,5/27/2025 10:10 AM,45,153.95,0.00,0.00,0.00,0.00%,1,0,0.00%,"Sep 19, 2025",2025-09-19
741,AAPL250919C00050000,5/30/2025 9:36 AM,50,149.50,0.00,0.00,0.00,0.00%,1,0,0.00%,"Sep 19, 2025",2025-09-19
742,AAPL250919C00055000,2025-09-06 12:23:00,55,149.95,0.00,0.00,0.00,0.00%,1,0,0.00%,"Sep 19, 2025",2025-09-19
743,AAPL250919C00060000,2025-08-05 12:45:00,60,140.43,143.75,145.65,0.00,0.00%,4,110,228.42%,"Sep 19, 2025",2025-09-19
744,AAPL250919C00065000,6/17/2025 10:56 AM,65,133.25,0.00,0.00,0.00,0.00%,3,0,0.00%,"Sep 19, 2025",2025-09-19
745,AAPL250919C00070000,2025-01-05 11:15:00,70,144.40,130.80,133.10,0.00,0.00%,1,51,178.17%,"Sep 19, 2025",2025-09-19
